	SARS004_mock_3	SARS004_mock_2	SARS004_mock_1	SARS004_CoV2_3	SARS004_CoV2_2	SARS004_CoV2_1	CoV002-mock3-indexG3	CoV002-mock2-indexG2	CoV002-mock1-indexG1	CoV002-CoV2-3-indexG6	CoV002-CoV2-2-indexG5	CoV002-CoV2-1-indexG4	svRNA184-mock-3-indexF3	svRNA184-mock-1-indexF1	svRNA184-RSV-3-indexH9	svRNA184-RSV-1-indexF4	3_9_mock1_13	3_9_mock2_14	3_9_wt1_15	3_9_wt2_16
OR10A3	0	6	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NLRP10	10	10	14	8	11	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF3F	1650	1389	2214	1292	1402	4371	3081	1680	1372	3538	3159	2390	4529	3846	1151	605	574	1127	976	328
TUB	8	5	7	1	4	10	920	528	422	1072	858	709	372	342	104	75	143	273	188	46
RIC3	12	24	37	24	16	42	54	31	23	82	45	52	183	176	73	53	11	17	13	3
LMO1	3	2	1	1	0	3	49	34	20	58	34	45	30	9	5	6	4	19	8	3
STK33	27	24	33	13	23	32	55	38	22	87	66	45	60	61	15	5	10	39	26	4
TRIM66	216	265	264	135	205	483	355	164	136	412	283	203	386	368	118	63	46	105	76	23
RPL27A	20348	17191	23720	17599	16542	48190	20073	11748	8892	25687	21827	15263	53419	39014	17295	10793	3463	8338	12359	1412
SNORA3	22	17	22	19	9	58	16	8	6	19	11	8	42	23	10	4	4	6	3	1
SNORA45	4	16	7	5	9	25	7	6	3	4	5	6	34	17	5	6	2	4	1	0
ST5	862	711	1153	788	744	2213	320	207	158	333	327	216	387	324	89	55	56	102	69	25
AKIP1	265	193	376	215	183	627	616	347	243	726	635	421	602	472	203	123	95	200	171	61
C11orf16	0	0	0	0	0	1	8	3	1	11	4	3	4	6	0	0	1	3	2	0
ASCL3	0	0	0	0	0	0	3	2	1	4	4	0	0	1	0	0	0	1	1	0
TMEM9B	318	347	578	268	260	817	760	376	300	1091	686	544	525	571	175	96	147	334	376	94
TMEM9B-AS1	8	18	16	25	17	40	101	48	45	126	110	79	73	113	16	18	25	32	13	6
NRIP3	21	15	21	28	23	57	26	18	11	32	35	23	11	5	4	1	2	9	14	6
SCUBE2	3	2	0	1	2	4	3	2	6	14	5	6	23	25	8	1	0	1	1	2
MIR5691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT8P41	0	0	0	0	0	0	3	0	0	0	2	0	0	1	0	0	0	0	1	0
DENND5A	504	374	732	412	408	1186	1690	1033	879	2273	1949	1462	1063	1014	373	244	342	629	601	155
TMEM41B	434	353	587	414	334	1064	985	518	379	1445	866	808	1246	1109	330	153	232	528	463	171
IPO7	2777	2652	5681	2393	2448	7308	6680	3147	2019	10292	6214	4621	1582	1924	591	283	1602	3600	5736	785
SNORA23	1	1	1	0	1	2	3	2	3	0	9	2	0	0	0	0	1	3	2	0
LOC644656	15	10	9	10	11	34	65	41	15	50	65	37	98	62	18	16	17	52	20	6
ZNF143	347	322	461	277	297	886	382	204	170	590	408	313	227	227	82	51	74	160	249	48
WEE1	128	104	205	83	87	228	860	429	344	1204	872	710	303	292	81	32	140	351	430	77
SWAP70	836	739	1470	690	710	2137	1818	1041	725	2362	1760	1408	571	683	157	109	339	580	876	156
LOC440028	21	10	44	7	10	18	46	42	24	52	54	38	45	46	10	12	14	27	16	4
SBF2-AS1	17	18	30	16	10	31	118	51	54	136	108	77	87	105	41	18	19	53	55	9
SBF2	471	401	921	422	428	1252	1164	485	460	1471	1128	870	675	598	201	110	274	563	739	104
ADM	986	1148	1629	1218	886	2347	1370	865	629	1791	1799	1402	3331	2283	1140	783	118	233	203	69
AMPD3	350	270	493	372	362	1116	196	121	80	243	226	160	29	51	41	22	31	56	61	9
MTRNR2L8	2	0	0	0	0	3	2	0	0	3	1	0	0	0	0	0	0	0	0	0
MIR4485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF141	848	643	1227	548	579	1735	551	326	231	924	578	489	355	365	100	65	130	284	276	72
MRVI1-AS1	2	1	0	2	2	7	1	0	0	0	0	0	0	0	0	1	0	0	0	0
LYVE1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MRVI1	25	13	52	24	21	60	1	1	0	2	2	0	0	1	1	0	0	0	2	0
CTR9	1115	966	1709	912	1066	2951	1371	725	552	2017	1466	1119	619	655	168	144	372	735	1167	160
EIF4G2	14588	12423	20263	11437	11969	36707	25283	12780	9490	37622	27367	19938	6176	7005	2235	1176	4418	9411	11712	2602
SNORD97	5	11	9	4	8	4	11	5	3	13	3	4	8	5	3	2	3	3	3	2
ZBED5	392	464	840	347	390	1132	1840	876	499	3088	1710	1302	1211	1376	595	233	330	774	881	154
LOC729013	109	96	133	69	67	215	310	157	76	421	302	215	369	348	170	75	72	127	117	58
GALNT18	436	408	580	519	407	1194	799	521	389	883	873	635	605	559	178	167	86	179	118	43
CSNK2A3	12	10	8	8	6	30	14	10	5	30	19	11	3	0	1	0	1	6	3	0
MIR4299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP47	1390	1409	2472	1166	1207	3348	1561	765	532	2400	1610	1179	943	1064	354	162	337	735	818	140
DKK3	2696	2723	3951	2128	2148	5533	717	377	346	975	873	648	661	732	221	150	126	240	213	57
MICAL2	606	486	753	648	578	1948	1097	637	483	1351	1283	942	253	183	129	49	238	437	500	120
MICALCL	234	180	301	243	238	752	20	7	2	9	9	5	4	2	1	1	3	2	18	3
PARVA	1225	1019	1698	930	1117	2973	1550	783	644	1726	1373	1110	1131	817	291	154	309	610	628	162
TEAD1	763	773	1507	724	685	2056	3922	1917	1517	5182	3563	2707	1316	1432	448	197	902	1785	1582	364
LOC100506305	521	447	757	437	426	1378	0	0	0	0	1	0	2	1	0	0	0	0	0	0
RASSF10	15	32	26	47	30	64	358	180	140	418	363	256	286	204	140	64	90	152	52	18
ARNTL	459	415	864	354	382	1103	470	238	239	694	502	421	207	231	66	40	65	155	228	47
BTBD10	1289	1093	2009	1016	1104	3127	936	480	328	1282	925	671	334	338	108	56	169	352	451	95
PTH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAR1	909	847	1679	700	811	2234	1433	776	499	2337	1288	1062	774	797	218	94	326	666	1135	212
SPON1	0	0	0	0	0	1	7	6	1	4	2	5	9	9	1	2	0	1	2	1
RRAS2	518	471	843	452	507	1319	668	346	251	843	639	518	249	248	108	56	110	260	323	54
COPB1	1764	1761	3510	1742	1668	4755	4592	2317	1380	7441	4700	3402	2754	3127	948	509	926	2003	2030	462
PSMA1	1413	1165	2122	1022	1154	3354	3263	1759	1236	5402	3394	2558	3843	3594	1351	665	775	1973	1586	395
PDE3B	6	5	12	4	2	15	202	114	83	247	216	143	98	77	17	3	49	118	143	34
CYP2R1	35	59	109	36	29	120	208	96	43	290	203	143	226	279	52	30	45	98	123	47
CALCA	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0
CALCB	0	0	0	0	0	0	3	0	4	1	0	1	0	1	0	1	1	1	0	0
INSC	5	3	6	4	3	23	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SOX6	90	92	124	36	37	145	2	1	0	5	2	4	15	11	1	1	0	0	5	0
C11orf58	2015	1623	2771	1631	1671	4846	3287	1762	1373	5013	3513	2569	2295	1946	591	356	721	1749	2116	367
PLEKHA7	276	297	385	215	202	657	797	433	363	809	692	582	266	214	86	75	121	239	224	27
OR7E14P	22	24	32	23	24	62	68	25	15	44	37	31	45	40	13	17	4	14	17	5
RPS13	5283	4350	7162	4113	3994	12654	10781	6148	4056	14210	10084	6930	14966	11829	4014	2910	1878	3697	4108	1028
PIK3C2A	655	656	1132	598	523	1652	1293	606	461	1938	1199	908	462	476	126	77	277	610	1174	171
NUCB2	300	313	603	211	295	672	719	409	258	1591	957	716	1769	2336	782	286	183	469	744	101
NCR3LG1	63	48	108	43	42	79	239	125	98	251	178	163	54	29	15	7	39	76	54	5
KCNJ11	0	0	0	1	0	0	67	30	17	61	53	48	174	129	21	23	10	18	3	3
ABCC8	0	0	0	0	0	0	120	67	45	122	132	98	432	324	91	53	24	34	41	12
USH1C	0	0	0	0	0	0	110	80	58	147	114	89	1093	797	188	106	5	10	5	2
MYOD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNC1	0	0	0	0	0	0	4	2	1	5	4	1	2	1	0	0	1	1	1	0
SERGEF	96	84	130	84	108	242	356	191	183	473	401	275	647	564	129	126	55	94	76	28
TPH1	3	11	12	0	0	5	1	0	0	4	4	0	8	0	1	0	1	1	0	0
SAAL1	150	107	210	103	138	345	803	411	271	1133	878	656	523	476	166	84	169	372	327	82
SAA3P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRGPRX3	7	10	14	36	36	63	1	3	0	0	0	1	9	2	0	0	0	0	0	0
MRGPRX4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC494141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAA2-SAA4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAA4	1	0	1	5	5	5	0	0	0	0	1	0	1	0	0	0	0	0	0	0
SAA2	145	140	244	712	749	2014	5	0	0	9	4	8	25	21	10	14	0	0	0	1
SAA1	1167	969	1154	4206	4450	10031	17	10	5	44	39	20	200	119	121	75	2	0	0	0
HPS5	357	373	706	412	359	1240	670	348	255	983	718	509	431	349	147	82	160	318	369	85
GTF2H1	926	844	1383	718	776	2320	1196	607	434	1677	1181	877	490	451	112	72	233	506	840	165
LDHA	28225	23223	40294	25541	27319	84259	54429	28519	22936	85515	62202	44917	37303	34506	17824	12196	6149	13260	17528	3498
LDHC	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0
LDHAL6A	0	0	0	0	0	0	10	2	1	10	7	8	2	3	1	0	2	3	8	0
TSG101	710	596	1024	661	648	1884	1655	965	591	2396	1821	1198	1916	1736	698	398	371	782	1153	160
UEVLD	187	183	456	192	178	575	574	313	207	924	553	446	161	166	43	27	118	294	461	76
SPTY2D1-AS1	14	4	1	3	3	24	12	12	5	12	17	7	31	15	3	0	1	6	5	0
SPTY2D1	721	601	925	507	565	1736	713	389	252	1015	743	492	339	300	81	51	159	337	493	106
TMEM86A	32	34	46	25	23	83	19	9	9	13	15	10	19	17	7	3	3	0	0	0
IGSF22	3	0	1	1	2	5	2	1	0	3	1	2	1	1	0	0	0	1	0	0
PTPN5	0	0	0	0	0	0	2	0	0	0	2	0	0	1	0	0	0	0	0	0
MRGPRX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRGPRX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZDHHC13	235	213	396	191	186	555	754	371	263	1099	753	529	721	641	264	109	133	324	321	79
CSRP3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
E2F8	42	39	60	34	32	83	347	200	156	488	354	285	59	58	9	12	62	141	228	43
NAV2	724	725	1152	720	647	1867	864	495	368	735	672	514	175	153	37	29	146	270	239	61
NAV2-AS5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAV2-AS4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100126784	6	4	12	8	7	16	16	14	13	15	15	15	0	1	0	1	2	0	4	1
MIR4694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DBX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTATIP2	1324	1245	2291	1160	1140	3188	3599	2113	1653	4522	3596	2622	3543	2934	791	506	774	1609	1237	280
PRMT3	213	200	428	188	223	637	707	363	262	935	672	522	247	286	58	29	154	402	550	94
SLC6A5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NELL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ANO5	0	0	0	1	0	0	313	162	91	541	305	211	205	314	73	31	61	143	177	26
SLC17A6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FANCF	75	60	136	79	68	214	338	234	178	523	343	302	391	390	72	59	67	139	122	49
GAS2	2	0	2	0	0	5	0	0	0	2	0	1	0	1	0	0	1	0	2	2
SVIP	160	100	164	113	91	280	276	176	112	426	313	202	271	190	124	41	79	213	118	28
CCDC179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LUZP2	0	0	5	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ANO3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
MUC15	52	66	127	47	44	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC5A12	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FIBIN	18	22	23	8	10	39	0	0	0	0	0	0	0	1	1	0	0	0	0	0
BBOX1	37	32	51	17	15	43	2	0	0	0	0	0	1	0	0	0	0	0	0	0
CCDC34	96	124	261	101	88	234	740	408	272	990	706	529	1353	1125	240	87	257	687	428	70
LGR4	447	536	1157	437	442	1276	3890	2076	1473	5382	3788	3041	2160	2195	449	246	1127	2151	2677	490
LIN7C	248	214	446	208	222	697	279	121	115	464	272	263	445	411	92	70	101	190	361	80
BDNF-AS	23	36	61	27	36	79	1	1	1	2	2	3	17	15	0	0	1	2	2	0
BDNF	36	32	35	30	29	92	319	176	122	391	350	287	601	529	181	77	44	108	169	28
KIF18A	33	37	89	29	33	84	820	446	289	1450	839	611	294	303	53	33	228	485	662	128
MIR610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
METTL15	163	142	326	144	147	380	328	174	138	507	352	228	267	262	70	51	85	166	201	41
KCNA4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FSHB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARL14EP	280	220	447	218	222	649	409	205	154	632	399	297	361	378	92	65	83	199	319	48
MPPED2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0
DCDC5	0	3	0	0	0	3	40	23	20	84	57	41	169	166	16	18	3	0	6	0
DCDC1	1	0	2	0	1	2	3	1	1	2	2	1	3	1	0	0	1	1	0	1
DNAJC24	147	143	285	104	107	386	249	144	81	403	218	163	211	200	55	44	57	127	138	30
IMMP1L	44	50	80	36	43	173	108	59	42	186	150	89	166	106	35	24	19	53	39	13
ELP4	94	84	214	75	58	218	362	219	155	613	364	325	323	319	107	36	98	195	261	31
PAX6	0	0	0	0	1	0	31	22	11	60	46	35	39	17	14	9	7	12	17	2
DKFZp686K1684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RCN1	1269	1172	1760	975	1176	2881	4607	2400	1974	6150	4632	3658	4169	3815	1162	957	861	1856	2279	354
WT1	0	0	1	0	0	0	179	88	82	181	155	116	60	64	25	11	17	50	61	9
WT1-AS	0	0	0	0	0	0	33	10	14	49	33	33	30	25	8	6	2	1	0	0
EIF3M	1444	1194	2008	1023	1157	3180	3378	1807	1293	5413	3670	2447	3318	3075	1009	601	733	1522	2392	622
CCDC73	4	20	5	9	2	23	8	3	3	11	1	4	9	20	0	1	2	0	7	1
PRRG4	479	464	721	351	382	976	62	26	32	68	53	39	35	53	27	6	7	14	23	3
QSER1	409	456	1019	395	430	1143	1224	565	397	1632	896	686	378	507	108	48	267	620	987	176
DEPDC7	61	55	121	57	42	133	197	127	70	400	210	148	143	180	31	11	25	59	122	18
TCP11L1	383	328	582	269	292	987	955	535	425	1208	873	756	461	388	164	86	147	289	219	57
LINC00294	223	218	358	157	184	603	613	287	210	791	488	446	796	719	155	77	87	135	172	38
CSTF3	587	516	1094	467	593	1419	1140	602	370	1861	1194	920	797	736	268	148	255	516	876	155
CSTF3-AS1	0	0	5	2	0	2	5	5	3	9	9	12	21	6	3	1	4	5	2	1
HIPK3	923	736	1281	747	793	2231	789	402	305	1030	738	524	101	136	43	23	177	297	541	97
KIAA1549L	411	337	498	355	341	997	271	158	125	317	327	201	11	35	10	15	55	90	137	32
C11orf91	21	17	24	24	22	88	8	0	1	3	4	4	9	3	2	5	2	2	1	2
CD59	10851	9703	15228	8727	9506	27719	5234	2669	2229	6658	4979	3530	3176	3006	911	613	806	1633	1675	517
FBXO3	543	531	1049	473	519	1524	466	256	174	718	466	337	258	240	67	38	109	298	334	48
LMO2	17	12	32	20	32	43	5	2	1	3	5	4	1	5	35	13	3	2	2	0
CAPRIN1	5233	4837	8735	4154	4542	13591	6917	3499	2548	9630	6848	5057	1842	2126	502	249	1520	3055	5106	768
NAT10	885	680	1093	692	749	1978	1827	1108	756	2245	2058	1465	1327	1006	334	255	346	693	712	148
ABTB2	133	115	183	128	132	385	1357	856	613	1534	1480	1203	443	385	168	150	211	371	234	74
CAT	859	821	1147	571	589	1922	1473	746	687	1989	1551	1173	1175	1019	221	167	306	593	637	164
ELF5	16	17	14	3	15	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EHF	4930	4863	9653	5572	5784	14935	251	130	85	559	353	287	463	421	106	58	26	76	122	14
APIP	143	99	178	116	110	389	367	193	185	676	462	369	665	537	177	78	94	219	346	60
PDHX	343	365	553	291	310	973	659	373	245	926	687	539	358	322	141	83	147	292	350	71
MIR1343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD44	23818	20862	28985	17567	19509	56977	9044	4886	4339	13181	10597	8143	14655	13882	4705	2473	1481	2982	3719	828
SLC1A2	0	0	0	0	0	0	2	0	0	6	1	0	56	66	25	17	1	0	0	2
PAMR1	87	103	143	65	63	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJX1	405	453	597	294	334	912	635	372	307	635	642	561	461	309	151	93	112	215	62	45
TRIM44	1183	1258	2018	1138	1061	3138	1437	805	640	1967	1639	1201	375	534	177	100	378	810	601	149
LDLRAD3	140	105	227	95	130	299	470	271	222	595	444	405	198	247	66	35	108	200	178	55
MIR3973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COMMD9	353	295	527	292	262	939	877	501	361	930	833	561	959	641	255	159	126	321	245	91
PRR5L	150	128	263	147	102	388	272	161	123	296	261	197	91	80	33	29	23	35	39	14
TRAF6	302	269	477	254	275	767	308	163	135	409	289	229	170	169	42	28	61	114	151	54
RAG1	75	56	107	51	59	119	5	6	3	9	10	4	9	11	0	1	7	1	1	2
RAG2	0	0	0	0	0	0	1	1	0	0	3	3	1	9	0	0	1	0	1	0
C11orf74	118	111	211	81	92	307	279	132	89	401	287	173	446	372	154	65	47	112	230	34
LRRC4C	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100507205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPKP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
API5	1645	1435	2652	1403	1482	4133	2565	1327	927	4173	2561	1935	963	1041	288	107	552	1258	1859	349
TTC17	1125	1041	1624	835	943	2509	1426	701	608	1878	1427	1185	1679	1558	564	306	252	557	609	109
MIR670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR129-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSD17B12	627	621	1165	577	613	1737	2026	1128	741	3482	1952	1637	1396	1673	436	249	441	1029	1759	286
ALKBH3	311	272	359	207	250	757	337	204	154	441	324	266	272	216	88	51	66	125	214	37
SEC14L1P1	13	10	20	19	15	32	24	14	5	20	10	8	28	36	12	8	0	9	10	2
LOC100507300	0	0	0	0	0	0	3	2	1	7	0	3	3	7	0	0	0	0	3	1
C11orf96	2	2	4	7	1	5	3	1	1	2	2	2	40	39	32	19	0	0	0	0
ACCSL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ACCS	46	42	78	41	27	123	472	322	234	503	466	375	1473	1124	268	219	91	136	65	33
EXT2	1643	1234	2040	1231	1362	4164	2529	1304	1094	3003	2573	1834	1554	1433	497	352	414	745	664	218
ALX4	0	0	0	0	0	0	131	76	60	169	196	115	52	50	30	24	11	14	4	1
CD82	1297	1232	1919	1857	1336	4279	96	67	47	116	83	67	148	145	20	22	20	35	11	6
TSPAN18	6	3	8	2	2	12	180	80	79	201	158	159	21	21	14	12	20	35	21	6
TP53I11	681	709	884	747	591	1820	1793	993	748	1951	1756	1291	2205	1862	532	411	373	765	168	115
LOC221122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRDM11	54	49	110	42	38	142	288	156	128	309	270	215	217	192	47	45	54	107	92	20
SYT13	0	0	0	1	0	0	808	429	327	1067	769	644	266	453	113	64	83	150	133	34
CHST1	1	0	0	0	0	5	4	3	4	3	2	4	12	5	9	4	0	6	0	4
LOC100507384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DKFZp779M0652	1	0	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0
SLC35C1	551	473	845	613	456	1427	897	549	387	928	915	710	794	659	228	156	137	246	77	54
CRY2	163	184	262	157	145	429	159	128	83	197	190	131	209	182	63	42	39	85	46	10
MAPK8IP1	24	32	32	32	21	48	203	124	98	236	231	181	242	160	65	47	50	89	34	17
C11orf94	0	2	1	4	3	16	5	2	2	2	3	3	3	1	2	1	0	1	0	1
PEX16	79	92	124	110	63	223	381	202	171	365	357	264	784	554	170	135	71	114	22	18
GYLTL1B	195	187	296	334	198	609	73	36	36	94	102	80	113	109	34	21	7	21	22	8
PHF21A	1118	1038	1592	819	975	2679	719	405	327	995	822	572	1456	1330	695	371	189	447	457	88
CREB3L1	18	10	17	17	12	22	4	1	1	11	4	6	48	15	8	4	1	3	1	2
DGKZ	592	533	722	727	472	1469	1142	607	533	1116	1122	820	1124	667	274	186	185	360	217	101
MIR4688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MDK	439	445	491	392	292	937	139	86	73	218	196	169	113	62	58	34	8	15	10	12
CHRM4	1	1	0	0	1	5	2	4	0	5	3	3	0	5	1	1	0	1	1	0
AMBRA1	451	402	627	390	401	1125	1068	580	458	1109	1003	738	829	637	246	185	159	267	142	72
MIR3160-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3160-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HARBI1	50	43	81	33	49	104	116	72	59	162	134	100	56	53	10	17	22	32	20	8
ATG13	810	710	1161	662	743	2087	2030	1150	871	2455	2063	1507	1542	1372	642	420	381	762	484	199
ARHGAP1	1117	975	1368	1039	869	2593	1780	998	686	1650	1557	1175	1427	1077	392	220	342	541	422	156
ZNF408	98	98	169	122	90	268	271	199	138	315	319	242	330	242	81	74	64	87	43	32
F2	5	1	2	1	3	6	79	43	31	74	77	55	209	130	46	24	4	12	6	4
CKAP5	2547	2078	3637	1907	2127	6183	5976	2825	2328	7675	6093	4110	2342	1743	555	369	1476	3019	4247	774
MIR5582	0	0	0	1	0	0	1	1	0	3	0	0	1	0	0	0	1	1	0	0
SNORD67	0	1	1	3	1	1	3	9	4	18	9	2	1	0	0	0	2	2	6	3
LRP4-AS1	3	1	0	0	3	5	16	9	5	12	6	9	21	11	5	5	1	1	0	0
LRP4	334	270	457	245	270	600	593	332	278	630	626	456	284	232	63	47	111	185	108	26
C11orf49	320	289	485	281	278	740	525	321	255	682	664	456	1027	702	228	142	138	242	155	65
ARFGAP2	622	633	969	647	552	1683	1131	716	520	1155	1077	834	1163	892	311	258	218	357	308	76
PACSIN3	544	572	828	585	402	1310	827	501	345	898	917	665	907	618	250	191	139	232	158	33
DDB2	501	410	596	339	369	989	2233	1291	988	2365	2200	1684	1826	1338	218	187	438	789	405	137
ACP2	304	280	288	343	259	699	624	348	278	692	619	519	774	575	341	238	77	178	97	44
NR1H3	63	90	119	73	54	148	306	177	133	386	369	273	837	680	158	108	51	102	100	34
MADD	454	389	594	394	361	1138	1660	960	795	1810	1644	1349	904	695	251	214	362	617	558	170
MYBPC3	0	1	0	0	0	0	3	4	4	2	3	0	14	16	1	3	0	0	0	0
SPI1	0	0	0	0	0	0	1	0	0	1	0	0	1	2	1	0	2	0	3	0
SLC39A13	405	469	550	459	336	1084	1193	744	580	1174	1135	890	1468	1205	496	331	190	305	92	52
PSMC3	893	762	1222	866	857	2758	3648	2185	1634	4260	3814	2661	3058	2071	607	514	610	968	1173	330
RAPSN	2	7	4	3	4	3	9	6	3	13	8	3	15	17	9	8	3	0	2	0
CELF1	1681	1554	2593	1374	1495	4402	3018	1792	1215	3585	2986	2463	2106	1907	653	380	780	1361	899	227
PTPMT1	557	462	714	456	414	1203	1055	599	409	1322	1155	878	1383	923	473	279	216	361	301	71
KBTBD4	183	139	253	101	147	389	331	191	138	403	316	222	72	104	21	23	64	90	88	30
NDUFS3	347	303	440	325	300	900	1645	883	690	1828	1631	1115	2439	1622	671	429	230	497	370	193
FAM180B	0	0	1	0	0	0	0	1	1	0	1	0	8	1	0	2	0	1	0	0
C1QTNF4	0	0	0	0	0	0	3	0	0	0	1	2	3	4	5	6	0	0	0	0
MTCH2	1553	1283	2292	1073	1270	3713	2501	1287	966	3357	2512	1726	1973	1653	635	345	456	920	941	240
AGBL2	17	26	34	11	20	58	41	23	24	64	62	34	146	153	85	26	12	29	42	6
FNBP4	1139	1074	1753	1008	1050	3183	1205	599	509	1622	1243	973	1218	1114	543	243	286	691	906	157
NUP160	502	405	686	417	503	1082	2020	1002	783	2908	2154	1543	614	600	201	110	402	886	1051	222
PTPRJ	188	156	273	140	174	560	3767	1987	1659	4565	3625	2837	1777	1773	572	420	651	1087	988	260
OR4B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4X2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4X1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4S1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4C3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4C45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OR4A47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM49B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM64C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOLH1	7	3	14	9	12	21	1	0	0	0	0	0	0	10	0	0	0	0	0	0
LOC440040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4C13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4C12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC441601	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC646813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4A5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4C46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
